teachingHoursId,Course Instance,Teacher Id,Assigned Hours,Reported Hours
664,I-269,19690513-0015,240.0,259.0
665,I-269,19761009-0055,140.0,159.0
666,I-269,19901108-0087,100.0,104.0
667,I-270,19600529-0021,240.0,220.0
668,I-270,19771013-0040,120.0,140.0
669,I-271,19690408-0009,240.0,224.0
670,I-271,19750417-0051,120.0,125.0
671,I-272,19580515-0017,240.0,240.0
672,I-272,19770713-0042,140.0,136.0
673,I-273,19620522-0023,240.0,257.0
674,I-273,19751018-0039,140.0,132.0
675,I-273,19900426-0089,140.0,138.0
676,I-274,19570828-0008,260.0,251.0
677,I-274,19750417-0051,140.0,137.0
678,I-275,19620831-0024,240.0,223.0
679,I-275,19790708-0041,120.0,113.0
680,I-275,19911025-0091,120.0,104.0
681,I-276,19570826-0012,280.0,264.0
682,I-276,19761020-0044,100.0,107.0
683,I-276,19901029-0071,120.0,133.0
684,I-277,19560705-0025,240.0,232.0
685,I-277,19761020-0044,100.0,87.0
686,I-277,19920505-0115,100.0,83.0
687,I-278,19620831-0024,240.0,221.0
688,I-278,19751018-0039,140.0,139.0
689,I-278,19920316-0107,140.0,125.0
690,I-279,19660630-0020,260.0,260.0
691,I-279,19780815-0047,140.0,140.0
692,I-279,19900520-0063,120.0,138.0
693,I-280,19560812-0016,260.0,258.0
694,I-280,19751018-0039,120.0,102.0
695,I-281,19610918-0027,280.0,270.0
696,I-281,19780424-0057,100.0,81.0
697,I-282,19680712-0028,240.0,260.0
698,I-282,19780602-0035,120.0,100.0
699,I-282,19921201-0094,120.0,120.0
700,I-283,19630126-0001,260.0,271.0
701,I-283,19750512-0043,120.0,134.0
702,I-284,19610620-0006,260.0,260.0
703,I-284,19750906-0032,120.0,131.0
704,I-284,19920917-0109,140.0,126.0
705,I-285,19590129-0004,280.0,261.0
706,I-285,19771013-0040,140.0,130.0
707,I-285,19931231-0099,100.0,96.0
708,I-286,19640220-0029,240.0,248.0
709,I-286,19780424-0057,100.0,84.0
710,I-286,19930829-0082,140.0,157.0
711,I-287,19570826-0012,240.0,242.0
712,I-287,19750122-0056,120.0,130.0
713,I-287,19900307-0105,100.0,120.0
714,I-288,19630126-0001,240.0,229.0
715,I-288,19780815-0047,100.0,110.0
716,I-288,19900511-0134,140.0,154.0
717,I-289,19611219-0014,260.0,247.0
718,I-289,19790717-0045,100.0,87.0
719,I-290,19620831-0024,260.0,269.0
720,I-290,19761024-0034,140.0,152.0
721,I-291,19590129-0004,280.0,270.0
722,I-291,19761009-0055,120.0,105.0
723,I-292,19600529-0021,280.0,268.0
724,I-292,19750722-0060,120.0,113.0
725,I-293,19570615-0011,280.0,271.0
726,I-293,19790717-0045,120.0,104.0
727,I-293,19900701-0138,140.0,153.0
728,I-294,19690513-0015,260.0,247.0
729,I-294,19790717-0045,120.0,138.0
730,I-294,19900723-0126,120.0,113.0
731,I-295,19560705-0025,260.0,254.0
732,I-295,19760108-0050,120.0,132.0
733,I-295,19931212-0079,140.0,151.0
734,I-296,19680712-0028,280.0,262.0
735,I-296,19780815-0047,140.0,152.0
736,I-297,19620522-0023,280.0,275.0
737,I-297,19750705-0033,140.0,139.0
738,I-297,19910327-0096,120.0,109.0
739,I-298,19680712-0028,260.0,260.0
740,I-298,19750906-0032,120.0,117.0
741,I-299,19580515-0017,260.0,245.0
742,I-299,19771013-0040,100.0,107.0
743,I-299,19930228-0086,100.0,106.0
744,I-300,19570615-0011,260.0,266.0
745,I-300,19781217-0053,100.0,118.0
746,I-301,19601021-0018,260.0,241.0
747,I-301,19781125-0031,120.0,135.0
748,I-301,19931231-0099,140.0,124.0
749,I-302,19600529-0021,240.0,251.0
750,I-302,19781125-0031,140.0,141.0
751,I-302,19910206-0081,100.0,88.0
752,I-303,19640220-0029,280.0,270.0
753,I-303,19750122-0056,120.0,104.0
754,I-304,19680712-0028,260.0,255.0
755,I-304,19760108-0050,140.0,133.0
756,I-304,19900801-0130,140.0,124.0
757,I-305,19620831-0024,260.0,261.0
758,I-305,19750722-0060,100.0,89.0
759,I-305,19910404-0102,120.0,100.0
760,I-306,19650303-0019,280.0,292.0
761,I-306,19790708-0041,100.0,118.0
762,I-307,19570615-0011,260.0,259.0
763,I-307,19790717-0045,140.0,147.0
764,I-307,19910822-0122,100.0,99.0
765,I-308,19560705-0025,240.0,233.0
766,I-308,19790618-0048,100.0,84.0
767,I-308,19900616-0124,100.0,85.0
768,I-309,19620831-0024,260.0,259.0
769,I-309,19790708-0041,120.0,119.0
770,I-309,19900317-0083,100.0,83.0
771,I-310,19600814-0002,240.0,240.0
772,I-310,19790708-0041,100.0,94.0
773,I-311,19610918-0027,240.0,226.0
774,I-311,19770713-0042,140.0,125.0
775,I-311,19930221-0139,100.0,105.0
776,I-312,19590129-0004,240.0,251.0
777,I-312,19790708-0041,140.0,156.0
778,I-313,19560705-0025,240.0,252.0
779,I-313,19780815-0047,140.0,160.0
780,I-314,19680712-0028,240.0,255.0
781,I-314,19790717-0045,140.0,140.0
782,I-315,19600814-0002,240.0,260.0
783,I-315,19750331-0036,140.0,156.0
784,I-315,19900701-0138,140.0,143.0
785,I-316,19690513-0015,260.0,268.0
786,I-316,19781125-0031,120.0,109.0
787,I-317,19620522-0023,260.0,255.0
788,I-317,19761020-0044,120.0,122.0
789,I-318,19580515-0017,280.0,293.0
790,I-318,19760108-0050,140.0,160.0
791,I-319,19590129-0004,240.0,241.0
792,I-319,19790618-0048,140.0,129.0
793,I-319,19911116-0069,140.0,147.0
794,I-320,19600529-0021,280.0,281.0
795,I-320,19780317-0052,100.0,105.0
796,I-320,19900317-0083,100.0,109.0
797,I-321,19560812-0016,240.0,234.0
798,I-321,19790618-0048,120.0,127.0
799,I-322,19650303-0019,260.0,273.0
800,I-322,19761024-0034,100.0,88.0
801,I-323,19570828-0008,260.0,269.0
802,I-323,19780317-0052,140.0,124.0
803,I-324,19601021-0018,240.0,245.0
804,I-324,19780317-0052,120.0,111.0
805,I-324,19900119-0104,120.0,102.0
806,I-325,19660630-0020,240.0,236.0
807,I-325,19781217-0053,140.0,122.0
808,I-326,19570828-0008,240.0,233.0
809,I-326,19760108-0050,120.0,101.0
810,I-326,19900430-0112,120.0,136.0
811,I-327,19580515-0017,280.0,300.0
812,I-327,19761020-0044,120.0,116.0
813,I-328,19620424-0026,240.0,253.0
814,I-328,19790702-0038,140.0,127.0
815,I-328,19900511-0134,100.0,81.0
816,I-329,19580515-0017,260.0,250.0
817,I-329,19750417-0051,120.0,129.0
818,I-329,19910122-0077,100.0,81.0
819,I-330,19620831-0024,240.0,250.0
820,I-330,19750512-0043,140.0,146.0
821,I-330,19910927-0128,100.0,118.0
822,I-331,19660630-0020,240.0,221.0
823,I-331,19780317-0052,100.0,119.0
824,I-331,19900909-0123,120.0,137.0
825,I-332,19570826-0012,280.0,266.0
826,I-332,19790708-0041,100.0,108.0
827,I-333,19611219-0014,260.0,273.0
828,I-333,19760108-0050,120.0,107.0
829,I-333,19910404-0102,100.0,91.0
830,I-334,19570615-0011,280.0,291.0
831,I-334,19790426-0049,140.0,132.0
832,I-335,19610620-0006,260.0,248.0
833,I-335,19750122-0056,100.0,90.0
834,I-336,19600529-0021,240.0,256.0
835,I-336,19790702-0038,100.0,93.0
836,I-336,19910404-0102,140.0,125.0
837,I-337,19600905-0003,260.0,256.0
838,I-337,19781130-0054,100.0,114.0
839,I-337,19900723-0126,140.0,147.0
840,I-338,19580515-0017,240.0,245.0
841,I-338,19790708-0041,120.0,138.0
842,I-339,19561222-0030,280.0,290.0
843,I-339,19750122-0056,120.0,133.0
844,I-340,19610623-0005,280.0,271.0
845,I-340,19750906-0032,100.0,110.0
846,I-340,19910921-0136,100.0,102.0
847,I-341,19561222-0030,240.0,227.0
848,I-341,19750417-0051,140.0,147.0
849,I-342,19680712-0028,260.0,249.0
850,I-342,19780317-0052,120.0,120.0
851,I-342,19910403-0103,120.0,138.0
852,I-343,19690917-0022,260.0,245.0
853,I-343,19780602-0035,100.0,86.0
854,I-344,19640414-0013,260.0,246.0
855,I-344,19750122-0056,100.0,87.0
856,I-344,19921208-0097,120.0,118.0
857,I-345,19560812-0016,280.0,285.0
858,I-345,19790618-0048,100.0,104.0
859,I-346,19570828-0008,240.0,232.0
860,I-346,19751018-0039,120.0,124.0
861,I-346,19920828-0070,100.0,86.0
862,I-347,19600529-0021,240.0,231.0
863,I-347,19770224-0058,140.0,130.0
864,I-348,19570615-0011,280.0,264.0
865,I-348,19780317-0052,120.0,109.0
866,I-349,19640414-0013,240.0,235.0
867,I-349,19760524-0046,120.0,138.0
868,I-350,19650303-0019,260.0,269.0
869,I-350,19780317-0052,120.0,132.0
870,I-350,19920316-0107,120.0,140.0
871,I-351,19611219-0014,260.0,246.0
872,I-351,19750417-0051,100.0,116.0
873,I-352,19610620-0006,240.0,237.0
874,I-352,19760524-0046,120.0,108.0
875,I-352,19930919-0137,140.0,144.0
876,I-353,19600905-0003,280.0,289.0
877,I-353,19790426-0049,140.0,160.0
878,I-353,19900307-0105,100.0,112.0
879,I-354,19690513-0015,280.0,300.0
880,I-354,19780815-0047,140.0,148.0
881,I-354,19930508-0061,100.0,80.0
882,I-355,19611219-0014,240.0,238.0
883,I-355,19750705-0033,120.0,112.0
884,I-355,19930906-0110,120.0,118.0
885,I-356,19570615-0011,280.0,267.0
886,I-356,19761020-0044,140.0,126.0
887,I-356,19910122-0077,120.0,118.0
888,I-357,19570615-0011,280.0,265.0
889,I-357,19750705-0033,100.0,81.0
890,I-357,19900201-0074,140.0,148.0
891,I-358,19560612-0010,260.0,269.0
892,I-358,19750906-0032,140.0,155.0
893,I-358,19900701-0138,100.0,118.0
894,I-359,19660630-0020,280.0,278.0
895,I-359,19780815-0047,120.0,133.0
896,I-360,19601021-0018,280.0,284.0
897,I-360,19750417-0051,120.0,120.0
898,I-361,19561222-0030,240.0,232.0
899,I-361,19760108-0050,140.0,130.0
900,I-362,19590129-0004,260.0,273.0
901,I-362,19761024-0034,120.0,121.0
902,I-362,19910820-0078,140.0,140.0
903,I-363,19610623-0005,240.0,251.0
904,I-363,19790618-0048,120.0,139.0
905,I-363,19900430-0112,120.0,101.0
906,I-364,19680712-0028,260.0,257.0
907,I-364,19790702-0038,100.0,87.0
908,I-364,19910421-0067,120.0,131.0
909,I-365,19600529-0021,260.0,274.0
910,I-365,19750220-0037,140.0,156.0
911,I-366,19620522-0023,260.0,272.0
912,I-366,19750417-0051,100.0,111.0
913,I-367,19640220-0029,260.0,263.0
914,I-367,19750122-0056,120.0,106.0
915,I-367,19920504-0093,140.0,149.0
916,I-368,19600905-0003,240.0,252.0
917,I-368,19790426-0049,120.0,105.0
918,I-368,19901219-0125,140.0,123.0
919,I-369,19610623-0005,240.0,252.0
920,I-369,19750705-0033,140.0,158.0
921,I-369,19930919-0137,140.0,128.0
922,I-370,19600905-0003,260.0,277.0
923,I-370,19781130-0054,100.0,120.0
924,I-370,19930508-0061,120.0,136.0
925,I-371,19650303-0019,240.0,221.0
926,I-371,19750102-0059,140.0,137.0
927,I-371,19901029-0071,100.0,103.0
928,I-372,19690917-0022,240.0,234.0
929,I-372,19750122-0056,140.0,154.0
930,I-373,19610620-0006,280.0,297.0
931,I-373,19780317-0052,140.0,149.0
932,I-374,19630126-0001,280.0,277.0
933,I-374,19760108-0050,140.0,139.0
934,I-374,19910404-0102,120.0,110.0
935,I-375,19610623-0005,280.0,294.0
936,I-375,19761009-0055,100.0,103.0
937,I-376,19610918-0027,240.0,229.0
938,I-376,19780602-0035,100.0,82.0
939,I-377,19660630-0020,280.0,297.0
940,I-377,19761009-0055,140.0,140.0
941,I-378,19560612-0010,240.0,250.0
942,I-378,19781217-0053,100.0,84.0
943,I-378,19900307-0105,140.0,156.0
944,I-379,19560705-0025,260.0,250.0
945,I-379,19790702-0038,120.0,104.0
946,I-379,19920505-0115,140.0,137.0
947,I-380,19650303-0019,260.0,242.0
948,I-380,19760108-0050,140.0,140.0
949,I-381,19590129-0004,260.0,275.0
950,I-381,19790618-0048,120.0,112.0
951,I-382,19650303-0019,260.0,248.0
952,I-382,19781217-0053,140.0,136.0
953,I-382,19900307-0105,120.0,133.0
954,I-383,19570615-0011,260.0,259.0
955,I-383,19750722-0060,100.0,91.0
956,I-384,19600814-0002,280.0,299.0
957,I-384,19750331-0036,120.0,117.0
958,I-384,19900909-0123,120.0,105.0
959,I-385,19640220-0029,280.0,263.0
960,I-385,19781130-0054,140.0,137.0
961,I-385,19900520-0063,140.0,123.0
962,I-386,19640414-0013,280.0,280.0
963,I-386,19750722-0060,100.0,103.0
964,I-387,19690917-0022,280.0,278.0
965,I-387,19770224-0058,120.0,127.0
966,I-388,19690917-0022,260.0,248.0
967,I-388,19780815-0047,100.0,116.0
968,I-389,19610918-0027,240.0,245.0
969,I-389,19750331-0036,140.0,131.0
970,I-389,19920122-0065,120.0,128.0
971,I-390,19570615-0011,260.0,244.0
972,I-390,19781217-0053,120.0,138.0
973,I-391,19600529-0021,260.0,256.0
974,I-391,19761009-0055,120.0,102.0
975,I-391,19910820-0078,100.0,87.0
976,I-392,19570826-0012,280.0,263.0
977,I-392,19781125-0031,100.0,110.0
978,I-392,19920826-0088,100.0,95.0
979,I-393,19620522-0023,260.0,252.0
980,I-393,19750722-0060,100.0,102.0
981,I-393,19900520-0063,100.0,118.0
982,I-394,19690513-0015,260.0,266.0
983,I-394,19750122-0056,140.0,122.0
984,I-394,19921127-0120,120.0,107.0
985,I-395,19610620-0006,260.0,272.0
986,I-395,19770224-0058,120.0,124.0
987,I-396,19620522-0023,280.0,294.0
988,I-396,19750331-0036,140.0,131.0
989,I-396,19931118-0062,120.0,106.0
990,I-397,19690917-0022,240.0,224.0
991,I-397,19760108-0050,140.0,136.0
992,I-397,19900701-0138,100.0,113.0
993,I-398,19640220-0029,260.0,242.0
994,I-398,19790708-0041,140.0,150.0
995,I-399,19570828-0008,280.0,269.0
996,I-399,19790717-0045,100.0,115.0
997,I-400,19611219-0014,280.0,294.0
998,I-400,19750705-0033,120.0,135.0
999,I-400,19920206-0072,140.0,138.0
1000,I-401,19620424-0026,280.0,271.0
1001,I-401,19790702-0038,100.0,105.0
1002,I-401,19900801-0130,140.0,125.0
1003,I-402,19560612-0010,280.0,274.0
1004,I-402,19781130-0054,120.0,124.0
1005,I-403,19611219-0014,260.0,251.0
1006,I-403,19790702-0038,120.0,119.0
1007,I-404,19630126-0001,240.0,224.0
1008,I-404,19790708-0041,140.0,123.0
1009,I-404,19900818-0116,120.0,104.0
1010,I-405,19560612-0010,240.0,228.0
1011,I-405,19790717-0045,120.0,115.0
1012,I-405,19900426-0089,100.0,118.0
1013,I-406,19580218-0007,280.0,283.0
1014,I-406,19761020-0044,100.0,87.0
1015,I-407,19640220-0029,260.0,266.0
1016,I-407,19761009-0055,140.0,128.0
1017,I-408,19600905-0003,260.0,258.0
1018,I-408,19790426-0049,140.0,120.0
1019,I-409,19610620-0006,240.0,246.0
1020,I-409,19790708-0041,140.0,129.0
1021,I-410,19560612-0010,260.0,270.0
1022,I-410,19750331-0036,140.0,152.0
1023,I-410,19900128-0095,100.0,107.0
1024,I-411,19610918-0027,260.0,240.0
1025,I-411,19780602-0035,120.0,126.0
1026,I-411,19900909-0123,140.0,131.0
1027,I-412,19600529-0021,240.0,224.0
1028,I-412,19760524-0046,100.0,114.0
1029,I-413,19690513-0015,260.0,241.0
1030,I-413,19750512-0043,140.0,132.0
1031,I-413,19900902-0090,120.0,115.0
1032,I-414,19630126-0001,240.0,249.0
1033,I-414,19750705-0033,140.0,145.0
1034,I-415,19620831-0024,260.0,273.0
1035,I-415,19750122-0056,100.0,93.0
1036,I-415,19911116-0069,100.0,110.0
1037,I-416,19640220-0029,260.0,264.0
1038,I-416,19750220-0037,100.0,82.0
1039,I-416,19931118-0062,140.0,120.0
1040,I-417,19611219-0014,260.0,246.0
1041,I-417,19761009-0055,100.0,115.0
1042,I-418,19620831-0024,260.0,261.0
1043,I-418,19780317-0052,100.0,92.0
1044,I-419,19600905-0003,280.0,264.0
1045,I-419,19750220-0037,120.0,128.0
1046,I-419,19920828-0070,120.0,120.0
1047,I-420,19580515-0017,260.0,247.0
1048,I-420,19761009-0055,140.0,157.0
1049,I-420,19910514-0068,140.0,151.0
1050,I-421,19600529-0021,260.0,274.0
1051,I-421,19750512-0043,120.0,135.0
1052,I-421,19900902-0114,140.0,139.0
1053,I-422,19680712-0028,260.0,276.0
1054,I-422,19751018-0039,100.0,120.0
1055,I-422,19930221-0139,100.0,114.0
1056,I-423,19570828-0008,240.0,242.0
1057,I-423,19790702-0038,120.0,103.0
1058,I-423,19930709-0100,100.0,80.0
1059,I-424,19601021-0018,280.0,286.0
1060,I-424,19750102-0059,140.0,153.0
1061,I-424,19921208-0097,120.0,105.0
1062,I-425,19680712-0028,280.0,261.0
1063,I-425,19750417-0051,120.0,108.0
1064,I-425,19920917-0109,140.0,150.0
1065,I-426,19680712-0028,260.0,263.0
1066,I-426,19770713-0042,140.0,121.0
1067,I-426,19910817-0092,120.0,106.0
1068,I-427,19570615-0011,260.0,268.0
1069,I-427,19750722-0060,100.0,105.0
1070,I-428,19560612-0010,280.0,300.0
1071,I-428,19750705-0033,140.0,153.0
1072,I-428,19910817-0092,100.0,117.0
1073,I-429,19680712-0028,240.0,228.0
1074,I-429,19750331-0036,100.0,83.0
1075,I-429,19901002-0085,100.0,111.0
1076,I-430,19690917-0022,260.0,274.0
1077,I-430,19790717-0045,140.0,138.0
1078,I-431,19650303-0019,280.0,279.0
1079,I-431,19761009-0055,120.0,100.0
1080,I-432,19611219-0014,280.0,271.0
1081,I-432,19761020-0044,100.0,109.0
1082,I-433,19560705-0025,240.0,246.0
1083,I-433,19781125-0031,140.0,129.0
1084,I-433,19920226-0075,100.0,112.0
1085,I-434,19570826-0012,260.0,267.0
1086,I-434,19750722-0060,100.0,116.0
1087,I-434,19910820-0078,100.0,89.0
1088,I-435,19570826-0012,260.0,262.0
1089,I-435,19790702-0038,120.0,120.0
1090,I-436,19601021-0018,240.0,220.0
1091,I-436,19770224-0058,120.0,116.0
1092,I-436,19930228-0086,120.0,130.0
1093,I-437,19680712-0028,280.0,267.0
1094,I-437,19770713-0042,120.0,126.0
1095,I-437,19910403-0131,120.0,139.0
1096,I-438,19560612-0010,260.0,253.0
1097,I-438,19770713-0042,100.0,103.0
1098,I-439,19611219-0014,280.0,294.0
1099,I-439,19761020-0044,140.0,160.0
1100,I-439,19900818-0116,100.0,81.0
1101,I-440,19611219-0014,240.0,252.0
1102,I-440,19750722-0060,120.0,140.0
1103,I-440,19920316-0107,120.0,106.0
1104,I-441,19690513-0015,240.0,221.0
1105,I-441,19790426-0049,140.0,157.0
1106,I-442,19620522-0023,280.0,282.0
1107,I-442,19750512-0043,140.0,151.0
1108,I-442,19900909-0123,100.0,98.0
1109,I-443,19660630-0020,260.0,275.0
1110,I-443,19750722-0060,140.0,141.0
1111,I-444,19601021-0018,280.0,265.0
1112,I-444,19790708-0041,100.0,116.0
1113,I-445,19611219-0014,260.0,280.0
1114,I-445,19790618-0048,100.0,92.0
1115,I-446,19570828-0008,260.0,253.0
1116,I-446,19770224-0058,100.0,92.0
1117,I-447,19620424-0026,240.0,234.0
1118,I-447,19761024-0034,100.0,85.0
1119,I-447,19930302-0135,120.0,101.0
1120,I-448,19600814-0002,260.0,240.0
1121,I-448,19761024-0034,120.0,112.0
1122,I-448,19930829-0082,140.0,142.0
1123,I-449,19620831-0024,240.0,234.0
1124,I-449,19761009-0055,140.0,144.0
1125,I-450,19560812-0016,280.0,284.0
1126,I-450,19760524-0046,140.0,159.0
1127,I-450,19920217-0098,100.0,91.0
1128,I-451,19610623-0005,280.0,261.0
1129,I-451,19790717-0045,100.0,117.0
1130,I-452,19620831-0024,280.0,286.0
1131,I-452,19751018-0039,100.0,87.0
1132,I-453,19560812-0016,280.0,272.0
1133,I-453,19761024-0034,140.0,142.0
1134,I-454,19610620-0006,260.0,260.0
1135,I-454,19790717-0045,120.0,133.0
1136,I-454,19930326-0132,120.0,114.0
1137,I-455,19570826-0012,280.0,273.0
1138,I-455,19790426-0049,100.0,82.0
1139,I-456,19660630-0020,280.0,295.0
1140,I-456,19760108-0050,140.0,160.0
1141,I-457,19560705-0025,240.0,228.0
1142,I-457,19761009-0055,120.0,127.0
1143,I-458,19570826-0012,240.0,247.0
1144,I-458,19780317-0052,100.0,107.0
1145,I-459,19650303-0019,260.0,277.0
1146,I-459,19780602-0035,100.0,84.0
1147,I-460,19640414-0013,240.0,237.0
1148,I-460,19790717-0045,140.0,155.0
1149,I-461,19580515-0017,260.0,248.0
1150,I-461,19750220-0037,120.0,117.0
1151,I-462,19570828-0008,240.0,227.0
1152,I-462,19790426-0049,100.0,94.0
1153,I-463,19640220-0029,240.0,260.0
1154,I-463,19771013-0040,100.0,118.0
1155,I-463,19920206-0072,120.0,109.0
1156,I-464,19560612-0010,280.0,261.0
1157,I-464,19780424-0057,100.0,113.0
1158,I-465,19560705-0025,260.0,279.0
1159,I-465,19780424-0057,120.0,105.0
1160,I-465,19930906-0110,120.0,122.0
1161,I-466,19650303-0019,280.0,261.0
1162,I-466,19781125-0031,120.0,127.0
1163,I-466,19900317-0083,100.0,102.0
1164,I-467,19600905-0003,260.0,258.0
1165,I-467,19780424-0057,100.0,91.0
1166,I-468,19580515-0017,280.0,268.0
1167,I-468,19790618-0048,100.0,94.0
1168,I-468,19931203-0066,120.0,109.0
1169,I-469,19620424-0026,280.0,293.0
1170,I-469,19750122-0056,100.0,104.0
1171,I-470,19561222-0030,260.0,243.0
1172,I-470,19750705-0033,100.0,109.0
1173,I-471,19570615-0011,260.0,261.0
1174,I-471,19780317-0052,120.0,103.0
1175,I-472,19600905-0003,280.0,281.0
1176,I-472,19780602-0035,120.0,140.0
1177,I-473,19690513-0015,280.0,290.0
1178,I-473,19750512-0043,140.0,130.0
1179,I-473,19910822-0122,100.0,111.0
1180,I-474,19620522-0023,280.0,262.0
1181,I-474,19750331-0036,100.0,83.0
1182,I-475,19620831-0024,260.0,241.0
1183,I-475,19750122-0056,140.0,155.0
1184,I-475,19900616-0124,100.0,80.0
1185,I-476,19570615-0011,240.0,255.0
1186,I-476,19760524-0046,140.0,123.0
1187,I-476,19921123-0108,140.0,157.0
1188,I-477,19690917-0022,280.0,286.0
1189,I-477,19780602-0035,100.0,118.0
1190,I-477,19900902-0114,140.0,142.0
1191,I-478,19600814-0002,280.0,300.0
1192,I-478,19761020-0044,140.0,147.0
1193,I-479,19580515-0017,280.0,272.0
1194,I-479,19780317-0052,100.0,98.0
1195,I-480,19610918-0027,240.0,240.0
1196,I-480,19770713-0042,140.0,142.0
1197,I-480,19901011-0119,120.0,104.0
1198,I-481,19620831-0024,260.0,279.0
1199,I-481,19780317-0052,120.0,123.0
1200,I-482,19610623-0005,280.0,261.0
1201,I-482,19750417-0051,100.0,105.0
1202,I-482,19921123-0108,140.0,131.0
1203,I-483,19690917-0022,280.0,277.0
1204,I-483,19790426-0049,140.0,125.0
1205,I-484,19690513-0015,240.0,256.0
1206,I-484,19750331-0036,140.0,132.0
1207,I-485,19600529-0021,240.0,234.0
1208,I-485,19750220-0037,140.0,133.0
1209,I-485,19930414-0106,140.0,133.0
1210,I-486,19601021-0018,260.0,255.0
1211,I-486,19770224-0058,140.0,120.0
1212,I-487,19600905-0003,280.0,296.0
1213,I-487,19760524-0046,120.0,102.0
1214,I-487,19901219-0125,100.0,102.0
1215,I-488,19610620-0006,240.0,243.0
1216,I-488,19761024-0034,140.0,142.0
1217,I-488,19930512-0117,100.0,116.0
1218,I-489,19640220-0029,260.0,269.0
1219,I-489,19750220-0037,140.0,158.0
1220,I-489,19930906-0110,140.0,131.0
1221,I-490,19570826-0012,240.0,242.0
1222,I-490,19761009-0055,120.0,109.0
1223,I-490,19901219-0125,120.0,102.0
1224,I-491,19570615-0011,240.0,229.0
1225,I-491,19790702-0038,120.0,109.0
1226,I-492,19620831-0024,260.0,269.0
1227,I-492,19750122-0056,100.0,94.0
1228,I-492,19900426-0089,140.0,158.0
1229,I-493,19611219-0014,240.0,232.0
1230,I-493,19770224-0058,140.0,125.0
1231,I-493,19921123-0108,120.0,136.0
1232,I-494,19560705-0025,240.0,245.0
1233,I-494,19761009-0055,140.0,123.0
1234,I-494,19920505-0115,100.0,98.0
1235,I-495,19590129-0004,280.0,290.0
1236,I-495,19790618-0048,100.0,107.0
1237,I-495,19910514-0068,120.0,102.0
1238,I-496,19560612-0010,260.0,255.0
1239,I-496,19770713-0042,140.0,125.0
1240,I-497,19660630-0020,240.0,229.0
1241,I-497,19790702-0038,140.0,134.0
1242,I-497,19921201-0094,100.0,115.0
1243,I-498,19620424-0026,260.0,274.0
1244,I-498,19771013-0040,140.0,139.0
1245,I-499,19570828-0008,240.0,234.0
1246,I-499,19761024-0034,140.0,137.0
1247,I-499,19910327-0096,140.0,144.0
1248,I-500,19680712-0028,280.0,285.0
1249,I-500,19790717-0045,140.0,120.0
1250,I-500,19900801-0130,140.0,126.0
1251,I-501,19560812-0016,240.0,222.0
1252,I-501,19780317-0052,120.0,120.0
1253,I-501,19921127-0120,100.0,94.0
1254,I-502,19560705-0025,240.0,223.0
1255,I-502,19781125-0031,100.0,115.0
