Course code,Study period,Academic year,Instance_id,Examiner,Planned number of Students,Senior Hours,Assistant Hours
1221,2.0,2017-2018,I-464,19611219-0014,60,280,240
1010,4.0,2017-2018,I-465,19560705-0025,40,280,280
1284,3.0,2017-2018,I-466,19610623-0005,60,240,360
1203,1.0,2017-2018,I-467,19570615-0011,50,260,420
1170,3.0,2017-2018,I-468,19580218-0007,50,280,240
1145,3.0,2017-2018,I-469,19590129-0004,60,240,360
1131,4.0,2017-2018,I-470,19610918-0027,50,240,360
1046,2.0,2017-2018,I-471,19630126-0001,40,280,300
1185,1.0,2018-2019,I-472,19690408-0009,50,260,360
1090,4.0,2018-2019,I-473,19570826-0012,60,260,300
1082,3.0,2018-2019,I-474,19620831-0024,40,240,200
1290,4.0,2018-2019,I-475,19620831-0024,50,260,240
1291,1.0,2018-2019,I-476,19610620-0006,40,260,200
1267,2.0,2018-2019,I-477,19610620-0006,40,260,360
1182,1.0,2018-2019,I-478,19690408-0009,50,280,360
1044,4.0,2018-2019,I-479,19690917-0022,50,260,200
1030,4.0,2018-2019,I-480,19640414-0013,20,260,200
1236,1.0,2019-2020,I-481,19570615-0011,50,240,280
1062,4.0,2019-2020,I-482,19570615-0011,20,260,280
1260,4.0,2019-2020,I-483,19620522-0023,40,260,420
1168,3.0,2019-2020,I-484,19690513-0015,20,260,360
1089,2.0,2019-2020,I-485,19620522-0023,20,280,240
1080,2.0,2019-2020,I-486,19630126-0001,20,280,200
1299,1.0,2019-2020,I-487,19630126-0001,20,280,280
1291,3.0,2019-2020,I-488,19570828-0008,40,280,240
1286,1.0,2019-2020,I-489,19690513-0015,20,260,420
1156,3.0,2019-2020,I-490,19620522-0023,60,240,280
1144,3.0,2019-2020,I-491,19640220-0029,40,240,420
1015,3.0,2019-2020,I-492,19560612-0010,40,260,280
1218,1.0,2020-2021,I-493,19690917-0022,20,240,300
1135,2.0,2020-2021,I-494,19630126-0001,50,240,300
1240,1.0,2020-2021,I-495,19640414-0013,50,280,280
1089,2.0,2020-2021,I-496,19680712-0028,60,280,300
1285,2.0,2020-2021,I-497,19600529-0021,20,240,240
1264,3.0,2020-2021,I-498,19630126-0001,60,280,240
1217,3.0,2020-2021,I-499,19560812-0016,20,240,360
1199,4.0,2020-2021,I-500,19561222-0030,40,280,200
1167,3.0,2020-2021,I-501,19561222-0030,20,240,280
1057,4.0,2020-2021,I-502,19630126-0001,40,240,280
1210,1.0,2021-2022,I-503,19570615-0011,40,260,420
1296,2.0,2021-2022,I-504,19610620-0006,60,240,200
1282,1.0,2021-2022,I-505,19610918-0027,40,280,420
1175,2.0,2021-2022,I-506,19660630-0020,50,280,280
1118,1.0,2021-2022,I-507,19690513-0015,60,260,280
1278,3.0,2021-2022,I-508,19601021-0018,20,240,280
1133,2.0,2021-2022,I-509,19620831-0024,50,260,420
1098,3.0,2021-2022,I-510,19650303-0019,40,240,200
1081,4.0,2021-2022,I-511,19561222-0030,50,280,300
1057,3.0,2021-2022,I-512,19600814-0002,60,240,300
1242,2.0,2022-2023,I-513,19680712-0028,60,260,420
1167,1.0,2022-2023,I-514,19690408-0009,50,280,200
1202,3.0,2022-2023,I-515,19640220-0029,40,280,200
1148,1.0,2022-2023,I-516,19680712-0028,20,260,240
1239,2.0,2022-2023,I-517,19680712-0028,40,280,200
1122,3.0,2022-2023,I-518,19570826-0012,40,280,240
1060,4.0,2022-2023,I-519,19610623-0005,50,260,300
1022,1.0,2022-2023,I-520,19620424-0026,60,240,280
1020,4.0,2022-2023,I-521,19690917-0022,50,280,300
1222,4.0,2023-2024,I-522,19600529-0021,60,240,200
1251,3.0,2023-2024,I-523,19570828-0008,60,280,420
1191,2.0,2023-2024,I-524,19680712-0028,20,260,420
1022,1.0,2023-2024,I-525,19640220-0029,50,240,280
1188,4.0,2023-2024,I-526,19580218-0007,20,240,200
1155,1.0,2023-2024,I-527,19640220-0029,50,280,280
1048,3.0,2023-2024,I-528,19560812-0016,20,260,240
1004,1.0,2023-2024,I-529,19560612-0010,40,280,420
1203,1.0,2013-2014,I-530,19620424-0026,20,260,300
1174,1.0,2013-2014,I-531,19590129-0004,60,260,420
1268,3.0,2013-2014,I-532,19560612-0010,50,260,360
1176,2.0,2013-2014,I-533,19690513-0015,60,260,420
1046,4.0,2013-2014,I-534,19560705-0025,50,260,240
1291,4.0,2013-2014,I-535,19680712-0028,60,280,300
1081,3.0,2013-2014,I-536,19690408-0009,20,260,300
1060,1.0,2013-2014,I-537,19690917-0022,60,240,300
1042,3.0,2013-2014,I-538,19611219-0014,60,280,300
1164,2.0,2014-2015,I-539,19690408-0009,50,260,360
1234,1.0,2014-2015,I-540,19600814-0002,20,260,420
1112,3.0,2014-2015,I-541,19610918-0027,20,260,300
1045,4.0,2014-2015,I-542,19590129-0004,60,280,280
1272,2.0,2014-2015,I-543,19580218-0007,60,240,420
1206,2.0,2014-2015,I-544,19690917-0022,50,240,300
1152,1.0,2014-2015,I-545,19600814-0002,40,280,420
1090,2.0,2014-2015,I-546,19560705-0025,50,240,240
1014,2.0,2014-2015,I-547,19560612-0010,60,240,240
1263,3.0,2015-2016,I-548,19640414-0013,40,260,420
1037,2.0,2015-2016,I-549,19560812-0016,50,280,280
1081,4.0,2015-2016,I-550,19610623-0005,40,260,200
1080,2.0,2015-2016,I-551,19610620-0006,20,280,200
1067,1.0,2015-2016,I-552,19601021-0018,60,260,360
1012,1.0,2015-2016,I-553,19570828-0008,50,260,300
1191,1.0,2015-2016,I-554,19600814-0002,20,280,280
1103,4.0,2015-2016,I-555,19600814-0002,40,260,240
1055,4.0,2015-2016,I-556,19601021-0018,40,280,280
1051,1.0,2015-2016,I-557,19600905-0003,50,260,360
1044,1.0,2015-2016,I-558,19650303-0019,40,260,300
1243,2.0,2016-2017,I-559,19560612-0010,40,280,420
1273,1.0,2016-2017,I-560,19620522-0023,60,260,240
1211,4.0,2016-2017,I-561,19640414-0013,60,240,280
1172,4.0,2016-2017,I-562,19610623-0005,50,260,280
1134,2.0,2016-2017,I-563,19690408-0009,20,260,200
1281,2.0,2016-2017,I-564,19620424-0026,40,240,300
1269,3.0,2016-2017,I-565,19690408-0009,40,280,300
1173,1.0,2016-2017,I-566,19690513-0015,40,280,300
1168,4.0,2016-2017,I-567,19600905-0003,20,280,420
1152,2.0,2016-2017,I-568,19620831-0024,20,280,360
1078,3.0,2016-2017,I-569,19560705-0025,20,240,280
1239,2.0,2017-2018,I-570,19580515-0017,60,260,420
1228,2.0,2017-2018,I-571,19570826-0012,50,260,240
1184,2.0,2017-2018,I-572,19600905-0003,20,280,300
1130,3.0,2017-2018,I-573,19620522-0023,20,280,200
1112,1.0,2017-2018,I-574,19620424-0026,20,280,240
1028,2.0,2017-2018,I-575,19660630-0020,20,280,280
1280,3.0,2017-2018,I-576,19650303-0019,40,240,360
1260,1.0,2017-2018,I-577,19560705-0025,20,240,280
1234,2.0,2017-2018,I-578,19610620-0006,50,240,300
1172,2.0,2017-2018,I-579,19560705-0025,20,280,300
1024,1.0,2017-2018,I-580,19611219-0014,60,240,300
1136,2.0,2018-2019,I-581,19630126-0001,20,260,200
1127,3.0,2018-2019,I-582,19620522-0023,50,260,280
1230,4.0,2018-2019,I-583,19601021-0018,60,280,300
1112,4.0,2018-2019,I-584,19690408-0009,20,280,240
1034,4.0,2018-2019,I-585,19570615-0011,50,280,360
1271,3.0,2018-2019,I-586,19560612-0010,60,260,360
1195,2.0,2018-2019,I-587,19600814-0002,40,240,200
1179,2.0,2018-2019,I-588,19690408-0009,40,280,300
1174,1.0,2018-2019,I-589,19690408-0009,40,260,240
1092,2.0,2018-2019,I-590,19580218-0007,40,240,200
1264,4.0,2019-2020,I-591,19620424-0026,40,260,280
1229,1.0,2019-2020,I-592,19560612-0010,50,280,240
1261,4.0,2019-2020,I-593,19690408-0009,60,240,240
1233,1.0,2019-2020,I-594,19690513-0015,40,260,360
1225,3.0,2019-2020,I-595,19630126-0001,40,280,420
1033,4.0,2019-2020,I-596,19611219-0014,20,280,300
1223,3.0,2019-2020,I-597,19620522-0023,60,240,200
1078,3.0,2019-2020,I-598,19640414-0013,50,260,200
1050,3.0,2019-2020,I-599,19690408-0009,60,260,300
1036,4.0,2019-2020,I-600,19640220-0029,50,260,420
1014,4.0,2019-2020,I-601,19570828-0008,20,260,200
1275,3.0,2020-2021,I-602,19690408-0009,60,260,240
1178,2.0,2020-2021,I-603,19600905-0003,40,280,420
1083,3.0,2020-2021,I-604,19640414-0013,60,280,240
1014,3.0,2020-2021,I-605,19570615-0011,20,260,300
1256,4.0,2020-2021,I-606,19580515-0017,60,240,420
1242,3.0,2020-2021,I-607,19600529-0021,40,260,280
1213,4.0,2020-2021,I-608,19620831-0024,50,260,360
1165,4.0,2020-2021,I-609,19630126-0001,20,280,420
1085,3.0,2020-2021,I-610,19600529-0021,60,240,420
1062,4.0,2020-2021,I-611,19640220-0029,60,260,280
1095,4.0,2021-2022,I-612,19580218-0007,50,280,280
1168,4.0,2021-2022,I-613,19590129-0004,60,280,420
1025,2.0,2021-2022,I-614,19690513-0015,20,260,280
1274,3.0,2021-2022,I-615,19620522-0023,40,260,300
1267,4.0,2021-2022,I-616,19590129-0004,50,240,360
1172,4.0,2021-2022,I-617,19600905-0003,60,240,240
1021,1.0,2021-2022,I-618,19690917-0022,40,260,360
1018,1.0,2021-2022,I-619,19690917-0022,60,280,300
1085,4.0,2022-2023,I-620,19660630-0020,50,280,200
1254,1.0,2022-2023,I-621,19620424-0026,40,260,240
1230,3.0,2022-2023,I-622,19690917-0022,50,260,280
1174,1.0,2022-2023,I-623,19690917-0022,40,240,240
1261,4.0,2022-2023,I-624,19600905-0003,50,260,240
1235,3.0,2022-2023,I-625,19600905-0003,60,280,360
1197,3.0,2022-2023,I-626,19690513-0015,20,240,360
1187,1.0,2022-2023,I-627,19660630-0020,60,280,280
1024,1.0,2022-2023,I-628,19610918-0027,20,280,200
1016,1.0,2022-2023,I-629,19630126-0001,20,280,240
1138,4.0,2023-2024,I-630,19680712-0028,60,260,300
1115,4.0,2023-2024,I-631,19620831-0024,60,240,240
1242,1.0,2023-2024,I-632,19561222-0030,40,240,360
1081,4.0,2023-2024,I-633,19560812-0016,60,280,420
1043,2.0,2023-2024,I-634,19560705-0025,20,280,280
1298,4.0,2023-2024,I-635,19560612-0010,60,280,420
1278,4.0,2023-2024,I-636,19561222-0030,50,240,300
1263,4.0,2023-2024,I-637,19650303-0019,50,260,240
1141,1.0,2023-2024,I-638,19580218-0007,40,240,200
1118,2.0,2023-2024,I-639,19610623-0005,20,260,300
1149,2.0,2013-2014,I-640,19590129-0004,50,280,300
1147,3.0,2013-2014,I-641,19561222-0030,40,280,200
1187,1.0,2013-2014,I-642,19570828-0008,40,240,300
1179,2.0,2013-2014,I-643,19620831-0024,20,280,240
1173,3.0,2013-2014,I-644,19620522-0023,50,260,200
1100,3.0,2013-2014,I-645,19580515-0017,50,240,360
1253,2.0,2013-2014,I-646,19680712-0028,60,260,240
1231,1.0,2013-2014,I-647,19610620-0006,40,260,280
1202,3.0,2013-2014,I-648,19620522-0023,60,260,200
1200,2.0,2013-2014,I-649,19640220-0029,20,260,200
1181,4.0,2013-2014,I-650,19690917-0022,40,240,300
1091,1.0,2013-2014,I-651,19570826-0012,60,260,240
1158,3.0,2014-2015,I-652,19611219-0014,40,280,360
1037,4.0,2014-2015,I-653,19590129-0004,50,240,280
1162,3.0,2014-2015,I-654,19630126-0001,60,260,420
1081,4.0,2014-2015,I-655,19640220-0029,40,280,420
1075,1.0,2014-2015,I-656,19690917-0022,50,240,420
1049,1.0,2014-2015,I-657,19690408-0009,50,280,420
1263,4.0,2014-2015,I-658,19640220-0029,40,240,300
1207,1.0,2014-2015,I-659,19640414-0013,50,260,360
1108,3.0,2014-2015,I-660,19570615-0011,20,280,360
1080,2.0,2014-2015,I-661,19560612-0010,40,280,200
1054,2.0,2014-2015,I-662,19560705-0025,50,280,300
1051,2.0,2014-2015,I-663,19601021-0018,60,280,240
1146,2.0,2015-2016,I-664,19620424-0026,20,280,300
1246,2.0,2015-2016,I-665,19601021-0018,50,280,300
1098,3.0,2015-2016,I-666,19640414-0013,20,240,300
1097,2.0,2015-2016,I-667,19600814-0002,60,240,420
1207,4.0,2015-2016,I-668,19660630-0020,20,280,200
1206,1.0,2015-2016,I-669,19570828-0008,60,240,240
1189,4.0,2015-2016,I-670,19580218-0007,60,280,240
1161,4.0,2015-2016,I-671,19560812-0016,60,280,360
1129,2.0,2015-2016,I-672,19570826-0012,40,280,300
1090,1.0,2015-2016,I-673,19601021-0018,60,240,420
1209,2.0,2016-2017,I-674,19650303-0019,40,260,300
1050,2.0,2016-2017,I-675,19580218-0007,60,280,300
1240,4.0,2016-2017,I-676,19580515-0017,50,260,200
1137,3.0,2016-2017,I-677,19611219-0014,40,260,280
1134,1.0,2016-2017,I-678,19650303-0019,60,260,300
1039,3.0,2016-2017,I-679,19560812-0016,50,280,360
1281,3.0,2016-2017,I-680,19600814-0002,50,280,240
1265,3.0,2016-2017,I-681,19560812-0016,20,280,360
1156,1.0,2016-2017,I-682,19560612-0010,60,260,240
1060,4.0,2016-2017,I-683,19560705-0025,50,260,200
1037,1.0,2016-2017,I-684,19561222-0030,50,280,300
1292,3.0,2017-2018,I-685,19640414-0013,60,260,360
1257,4.0,2017-2018,I-686,19610620-0006,40,240,280
1250,1.0,2017-2018,I-687,19660630-0020,20,240,420
1293,2.0,2017-2018,I-688,19570615-0011,50,280,360
1247,2.0,2017-2018,I-689,19570828-0008,20,280,200
1073,4.0,2017-2018,I-690,19580515-0017,50,240,300
1019,2.0,2017-2018,I-691,19561222-0030,50,280,300
1297,1.0,2018-2019,I-692,19590129-0004,20,240,360
1078,1.0,2018-2019,I-693,19680712-0028,50,260,300
1086,4.0,2018-2019,I-694,19570828-0008,60,240,360
1003,1.0,2018-2019,I-695,19560705-0025,40,280,300
1294,4.0,2018-2019,I-696,19590129-0004,50,240,360
1215,1.0,2018-2019,I-697,19611219-0014,40,280,360
1120,4.0,2018-2019,I-698,19660630-0020,20,280,360
1042,3.0,2018-2019,I-699,19610918-0027,20,240,200
1139,4.0,2019-2020,I-700,19561222-0030,20,280,300
1270,2.0,2019-2020,I-701,19640220-0029,20,260,360
1198,1.0,2019-2020,I-702,19560812-0016,20,240,300
1164,4.0,2019-2020,I-703,19570826-0012,40,260,240
1273,2.0,2019-2020,I-704,19580515-0017,50,260,420
1105,2.0,2019-2020,I-705,19640414-0013,20,260,240
1070,1.0,2019-2020,I-706,19620522-0023,50,240,200
1042,2.0,2019-2020,I-707,19630126-0001,40,280,280
1031,4.0,2019-2020,I-708,19560705-0025,40,260,200
1106,3.0,2020-2021,I-709,19570826-0012,20,260,200
1160,3.0,2020-2021,I-710,19570826-0012,60,260,360
1091,3.0,2020-2021,I-711,19580218-0007,50,240,200
1062,2.0,2020-2021,I-712,19660630-0020,60,280,200
1265,3.0,2020-2021,I-713,19680712-0028,50,260,200
1175,1.0,2020-2021,I-714,19690513-0015,60,280,300
1142,4.0,2020-2021,I-715,19610620-0006,40,260,240
1077,3.0,2020-2021,I-716,19640220-0029,40,260,360
1012,3.0,2020-2021,I-717,19560612-0010,40,280,420
1231,1.0,2021-2022,I-718,19600529-0021,60,260,240
1026,2.0,2021-2022,I-719,19620831-0024,50,260,240
1274,4.0,2021-2022,I-720,19580515-0017,60,260,240
1260,2.0,2021-2022,I-721,19600814-0002,50,240,360
1039,2.0,2021-2022,I-722,19620831-0024,40,240,300
1029,4.0,2021-2022,I-723,19690513-0015,40,240,240
1279,2.0,2021-2022,I-724,19560705-0025,50,240,300
1155,2.0,2021-2022,I-725,19560705-0025,50,260,300
1137,2.0,2021-2022,I-726,19610620-0006,40,280,360
1089,2.0,2021-2022,I-727,19611219-0014,50,240,420
1074,4.0,2021-2022,I-728,19580218-0007,20,280,240
1010,1.0,2021-2022,I-729,19690408-0009,40,260,300
1071,4.0,2022-2023,I-730,19620424-0026,60,280,420
1076,4.0,2022-2023,I-731,19600814-0002,20,240,200
1044,2.0,2022-2023,I-732,19600814-0002,50,280,280
1009,2.0,2022-2023,I-733,19680712-0028,40,240,300
1270,3.0,2022-2023,I-734,19640220-0029,50,240,420
1197,4.0,2022-2023,I-735,19570826-0012,20,280,200
1155,4.0,2022-2023,I-736,19600529-0021,60,260,280
1152,1.0,2022-2023,I-737,19570826-0012,50,280,300
1078,1.0,2022-2023,I-738,19610623-0005,40,280,420
1068,1.0,2023-2024,I-739,19610623-0005,60,260,360
1012,1.0,2023-2024,I-740,19580515-0017,50,240,420
1186,1.0,2023-2024,I-741,19640414-0013,50,240,300
1169,2.0,2023-2024,I-742,19660630-0020,50,260,200
1072,2.0,2023-2024,I-743,19690513-0015,60,260,360
1267,3.0,2023-2024,I-744,19650303-0019,20,260,280
1197,2.0,2023-2024,I-745,19600814-0002,20,280,240
1161,1.0,2023-2024,I-746,19600529-0021,40,260,280
1065,1.0,2023-2024,I-747,19640220-0029,40,280,280
1062,2.0,2023-2024,I-748,19580218-0007,20,280,360
1006,1.0,2023-2024,I-749,19620424-0026,20,240,200
1163,1.0,2013-2014,I-750,19620522-0023,50,240,300
1292,2.0,2013-2014,I-751,19690917-0022,40,260,240
1227,1.0,2013-2014,I-752,19650303-0019,50,280,360
1197,1.0,2013-2014,I-753,19690513-0015,50,260,300
1299,1.0,2013-2014,I-754,19690917-0022,40,280,200
1181,4.0,2013-2014,I-755,19680712-0028,50,280,420
1170,4.0,2013-2014,I-756,19560812-0016,60,280,360
1010,2.0,2013-2014,I-757,19680712-0028,50,260,240
1248,4.0,2014-2015,I-758,19690513-0015,60,240,360
1105,1.0,2014-2015,I-759,19650303-0019,60,260,240
1065,3.0,2014-2015,I-760,19601021-0018,20,260,240
1043,4.0,2014-2015,I-761,19620424-0026,20,280,240
1008,3.0,2014-2015,I-762,19610918-0027,20,280,300
1218,2.0,2014-2015,I-763,19580218-0007,20,280,240
1217,2.0,2014-2015,I-764,19690513-0015,20,280,240
1208,1.0,2014-2015,I-765,19610918-0027,40,240,240
1037,1.0,2014-2015,I-766,19560612-0010,50,260,360
1291,4.0,2015-2016,I-767,19611219-0014,50,260,240
1208,2.0,2015-2016,I-768,19560812-0016,40,280,300
1287,1.0,2015-2016,I-769,19561222-0030,60,280,200
1066,4.0,2015-2016,I-770,19690917-0022,40,280,360
1279,3.0,2015-2016,I-771,19560705-0025,50,260,280
1153,4.0,2015-2016,I-772,19690917-0022,60,280,240
1110,1.0,2015-2016,I-773,19590129-0004,20,280,360
1108,3.0,2015-2016,I-774,19600905-0003,60,240,420
1080,1.0,2015-2016,I-775,19660630-0020,50,260,420
1054,4.0,2015-2016,I-776,19690513-0015,20,280,360
1265,4.0,2016-2017,I-777,19570615-0011,20,280,280
1222,3.0,2016-2017,I-778,19620424-0026,60,260,200
1067,4.0,2016-2017,I-779,19600529-0021,20,280,420
1038,3.0,2016-2017,I-780,19600905-0003,50,240,300
1006,2.0,2016-2017,I-781,19610623-0005,50,240,360
1185,2.0,2016-2017,I-782,19620424-0026,60,240,360
1173,4.0,2016-2017,I-783,19640220-0029,40,240,420
1095,3.0,2016-2017,I-784,19620522-0023,40,280,240
1083,1.0,2016-2017,I-785,19650303-0019,60,280,300
1066,3.0,2016-2017,I-786,19630126-0001,60,240,280
1025,1.0,2016-2017,I-787,19600814-0002,20,280,240
1101,3.0,2017-2018,I-788,19690513-0015,40,260,240
1239,2.0,2017-2018,I-789,19640220-0029,50,240,360
1102,3.0,2017-2018,I-790,19570615-0011,40,240,300
1100,3.0,2017-2018,I-791,19660630-0020,40,260,240
1238,2.0,2017-2018,I-792,19561222-0030,60,280,420
1128,4.0,2017-2018,I-793,19690513-0015,60,260,280
1125,4.0,2017-2018,I-794,19650303-0019,60,280,360
1119,1.0,2017-2018,I-795,19610620-0006,60,260,200
1142,1.0,2018-2019,I-796,19610623-0005,50,280,360
1218,3.0,2018-2019,I-797,19690408-0009,40,240,240
1145,1.0,2018-2019,I-798,19580218-0007,60,280,240
1135,3.0,2018-2019,I-799,19610620-0006,60,240,360
1117,4.0,2018-2019,I-800,19560612-0010,20,240,200
1199,1.0,2018-2019,I-801,19570615-0011,20,280,280
1172,2.0,2018-2019,I-802,19590129-0004,20,240,420
1092,2.0,2018-2019,I-803,19561222-0030,60,280,280
1090,3.0,2018-2019,I-804,19610918-0027,20,260,280
1041,4.0,2018-2019,I-805,19640220-0029,20,240,240
1028,2.0,2018-2019,I-806,19620424-0026,40,260,200
1009,3.0,2019-2020,I-807,19610918-0027,40,280,420
1285,1.0,2019-2020,I-808,19690513-0015,40,240,240
1004,2.0,2019-2020,I-809,19630126-0001,50,240,280
1186,3.0,2019-2020,I-810,19610620-0006,20,240,300
1176,2.0,2019-2020,I-811,19570826-0012,20,240,240
1141,3.0,2019-2020,I-812,19620522-0023,60,260,200
1127,3.0,2019-2020,I-813,19610623-0005,20,260,200
1105,3.0,2019-2020,I-814,19580218-0007,60,240,300
1249,2.0,2020-2021,I-815,19590129-0004,60,280,280
1013,3.0,2020-2021,I-816,19580218-0007,40,260,300
1226,1.0,2020-2021,I-817,19610623-0005,50,260,200
1104,3.0,2020-2021,I-818,19620424-0026,20,240,300
1094,4.0,2020-2021,I-819,19561222-0030,60,260,280
1032,4.0,2020-2021,I-820,19620831-0024,20,280,240
1266,3.0,2020-2021,I-821,19640220-0029,50,240,240
1245,1.0,2020-2021,I-822,19690513-0015,50,260,420
1212,1.0,2020-2021,I-823,19620522-0023,50,260,240
1201,4.0,2020-2021,I-824,19690408-0009,60,260,280
1184,4.0,2020-2021,I-825,19561222-0030,50,240,360
1121,1.0,2020-2021,I-826,19640220-0029,40,240,280
1284,3.0,2021-2022,I-827,19660630-0020,40,260,360
1173,3.0,2021-2022,I-828,19610623-0005,50,280,420
1162,4.0,2021-2022,I-829,19560705-0025,50,240,360
1111,2.0,2021-2022,I-830,19570615-0011,60,280,420
1107,4.0,2021-2022,I-831,19630126-0001,20,240,240
1183,1.0,2021-2022,I-832,19580515-0017,40,240,280
1168,3.0,2021-2022,I-833,19610623-0005,20,240,420
1120,1.0,2021-2022,I-834,19601021-0018,50,240,420
1075,1.0,2021-2022,I-835,19620424-0026,40,260,300
1035,2.0,2022-2023,I-836,19561222-0030,20,260,360
1233,1.0,2022-2023,I-837,19640220-0029,20,260,420
1213,1.0,2022-2023,I-838,19660630-0020,40,260,300
1212,3.0,2022-2023,I-839,19610623-0005,60,240,200
1109,2.0,2022-2023,I-840,19610918-0027,40,260,420
1054,2.0,2022-2023,I-841,19640220-0029,20,240,240
1012,1.0,2022-2023,I-842,19600814-0002,50,280,420
1293,1.0,2023-2024,I-843,19620522-0023,20,260,420
1269,2.0,2023-2024,I-844,19610918-0027,60,280,280
1206,1.0,2023-2024,I-845,19590129-0004,50,280,240
1005,2.0,2023-2024,I-846,19560812-0016,20,240,240
1229,2.0,2023-2024,I-847,19560705-0025,60,260,300
1212,1.0,2023-2024,I-848,19630126-0001,20,260,420
1141,3.0,2023-2024,I-849,19660630-0020,20,280,200
1109,1.0,2023-2024,I-850,19600814-0002,20,260,360
1248,4.0,2013-2014,I-851,19690513-0015,50,260,240
1004,3.0,2013-2014,I-852,19620424-0026,40,260,240
1275,3.0,2013-2014,I-853,19560812-0016,20,260,240
1236,1.0,2013-2014,I-854,19640220-0029,50,280,240
1158,3.0,2013-2014,I-855,19660630-0020,40,260,300
1297,1.0,2013-2014,I-856,19640220-0029,40,260,360
1195,3.0,2013-2014,I-857,19590129-0004,50,280,280
1192,4.0,2013-2014,I-858,19600905-0003,20,260,420
1042,1.0,2013-2014,I-859,19611219-0014,60,240,300
1009,3.0,2013-2014,I-860,19640414-0013,20,260,300
1264,1.0,2014-2015,I-861,19640220-0029,40,260,360
1118,2.0,2014-2015,I-862,19690408-0009,20,260,420
1201,4.0,2014-2015,I-863,19680712-0028,50,280,420
1183,3.0,2014-2015,I-864,19680712-0028,60,260,240
1030,2.0,2014-2015,I-865,19690513-0015,20,260,240
1239,4.0,2014-2015,I-866,19690408-0009,40,260,360
1160,1.0,2014-2015,I-867,19600814-0002,50,260,300
1039,1.0,2014-2015,I-868,19610620-0006,40,240,300
1005,3.0,2014-2015,I-869,19560612-0010,20,280,420
1201,4.0,2015-2016,I-870,19640220-0029,40,280,420
1061,1.0,2015-2016,I-871,19620831-0024,40,260,300
1265,1.0,2015-2016,I-872,19680712-0028,40,260,420
1223,1.0,2015-2016,I-873,19561222-0030,60,280,360
1194,2.0,2015-2016,I-874,19690513-0015,60,240,200
1149,2.0,2015-2016,I-875,19620522-0023,50,260,360
1266,2.0,2015-2016,I-876,19560705-0025,60,240,300
1206,4.0,2015-2016,I-877,19650303-0019,50,280,240
1144,2.0,2015-2016,I-878,19640414-0013,40,240,360
1128,2.0,2015-2016,I-879,19660630-0020,50,280,200
1121,2.0,2016-2017,I-880,19601021-0018,60,260,280
1230,4.0,2016-2017,I-881,19690917-0022,50,280,300
1111,3.0,2016-2017,I-882,19600814-0002,50,240,280
1095,2.0,2016-2017,I-883,19610623-0005,60,280,280
1284,3.0,2016-2017,I-884,19690513-0015,60,260,300
1243,1.0,2016-2017,I-885,19610623-0005,20,240,240
1225,1.0,2016-2017,I-886,19690917-0022,40,240,240
1223,3.0,2016-2017,I-887,19570826-0012,60,280,300
1221,1.0,2016-2017,I-888,19561222-0030,50,240,200
1089,4.0,2016-2017,I-889,19690408-0009,20,280,420
1233,1.0,2017-2018,I-890,19680712-0028,40,240,300
1175,3.0,2017-2018,I-891,19660630-0020,50,260,280
1229,2.0,2017-2018,I-892,19560705-0025,40,260,420
1082,1.0,2017-2018,I-893,19600905-0003,60,280,300
1275,1.0,2017-2018,I-894,19580515-0017,50,240,280
1085,3.0,2017-2018,I-895,19580515-0017,60,280,420
1083,1.0,2017-2018,I-896,19600529-0021,50,260,280
1045,2.0,2017-2018,I-897,19640220-0029,60,280,300
1063,4.0,2018-2019,I-898,19610918-0027,60,240,420
1256,4.0,2018-2019,I-899,19620424-0026,40,260,200
1064,2.0,2018-2019,I-900,19611219-0014,60,280,240
